instrument,child_scale,parent_direction,parent_start,counter_start,balance_start,reassertion_time,end_time,parent_invalidation_boundary,parent_intact,child_counter_motion,counter_progress_decay,balance_or_overlap,failed_counter_extension,parent_reassertion,reassertion_atr,counter_displacement_atr,counter_efficiency,overlap_ratio,alternation_rate,parent_elapsed_bars,child_elapsed_bars,child_parent_amplitude_ratio,child_parent_duration_ratio,parameter_factor,diagnostic_flag,diagnostic_reason,interval_id,variant,boundary_margin_threshold_atr,boundary_distance_atr,gate_pass,counter_boundary_preserved,balance_boundary_preserved,reassertion_boundary_preserved
ADAUSDT,1H_FALLBACK,DOWN,2024-06-12 16:00:00,2024-06-14 00:00:00,2024-06-14 12:00:00,2024-06-14 16:00:00,2024-06-14 16:00:00,0.4445,1,1,1,1,0,1,0.960366,-0.801793,0.633028,0.565049,0.333333,8,4,0.976378,0.5,1.0,0,,ADA_2098,BOUNDARY_MARGIN,0.1,4.246951,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-06-14 00:00:00,2024-06-15 08:00:00,2024-06-15 20:00:00,2024-06-16 00:00:00,2024-06-16 00:00:00,0.4248,1,1,1,1,1,1,0.53717,0.417465,1.0,0.784524,0.333333,8,4,0.233871,0.5,1.0,0,,ADA_2106,BOUNDARY_MARGIN,0.1,2.35012,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-06-15 16:00:00,2024-06-17 00:00:00,2024-06-17 12:00:00,2024-06-17 16:00:00,2024-06-17 16:00:00,0.409,0,1,1,1,1,1,1.778689,2.335263,1.0,0.424128,0.333333,8,4,3.0,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2116,BOUNDARY_MARGIN,0.1,0.516393,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-06-15 20:00:00,2024-06-17 04:00:00,2024-06-17 16:00:00,2024-06-17 20:00:00,2024-06-17 20:00:00,0.4193,1,1,0,1,0,1,1.500949,0.381755,0.097345,0.605947,0.666667,8,4,3.0,0.5,1.0,0,,ADA_2117,BOUNDARY_MARGIN,0.1,2.390892,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-06-16 00:00:00,2024-06-17 08:00:00,2024-06-17 20:00:00,2024-06-18 00:00:00,2024-06-18 00:00:00,0.4193,1,1,1,1,0,1,2.129604,-0.502358,0.123675,0.499789,0.666667,8,4,4.847328,0.5,1.0,0,,ADA_2118,BOUNDARY_MARGIN,0.1,3.848568,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-06-17 08:00:00,2024-06-18 16:00:00,2024-06-19 04:00:00,2024-06-19 08:00:00,2024-06-19 08:00:00,0.421,1,1,1,1,1,1,0.530699,1.442652,1.0,0.216914,0.333333,8,4,0.47874,0.5,1.0,0,,ADA_2126,BOUNDARY_MARGIN,0.1,2.660972,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-06-18 16:00:00,2024-06-20 00:00:00,2024-06-20 12:00:00,2024-06-20 16:00:00,2024-06-20 16:00:00,0.3674,1,1,0,1,0,1,0.627512,0.643956,0.355556,0.525143,0.666667,8,4,0.664474,0.5,1.0,0,,ADA_2134,BOUNDARY_MARGIN,0.1,2.163833,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-06-25 04:00:00,2024-06-26 12:00:00,2024-06-27 00:00:00,2024-06-27 04:00:00,2024-06-27 04:00:00,0.3974,1,1,1,1,0,1,0.513904,-0.862339,0.623762,0.471864,0.333333,8,4,1.62069,0.5,1.0,0,,ADA_2173,BOUNDARY_MARGIN,0.1,2.912125,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-06-26 04:00:00,2024-06-27 12:00:00,2024-06-28 00:00:00,2024-06-28 04:00:00,2024-06-28 04:00:00,0.3965,1,1,1,1,1,1,0.724919,0.846154,1.0,0.663359,0.333333,8,4,0.851064,0.5,1.0,0,,ADA_2179,BOUNDARY_MARGIN,0.1,1.449838,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-06-27 00:00:00,2024-06-28 08:00:00,2024-06-28 20:00:00,2024-06-29 00:00:00,2024-06-29 00:00:00,0.3777,1,1,1,1,1,1,1.835252,0.614634,0.405405,0.613571,0.666667,8,4,1.027322,0.5,1.0,0,,ADA_2184,BOUNDARY_MARGIN,0.1,2.839681,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-06-28 04:00:00,2024-06-29 12:00:00,2024-06-30 00:00:00,2024-06-30 04:00:00,2024-06-30 04:00:00,0.3851,0,1,1,1,1,1,0.77087,1.15,1.0,0.393673,0.333333,8,4,1.042553,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2191,BOUNDARY_MARGIN,0.1,0.323268,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-06-30 00:00:00,2024-07-01 08:00:00,2024-07-01 20:00:00,2024-07-02 00:00:00,2024-07-02 00:00:00,0.3785,1,1,0,1,0,1,0.739326,-0.62514,0.625,0.67128,0.666667,8,4,0.53112,0.5,1.0,0,,ADA_2202,BOUNDARY_MARGIN,0.1,4.624719,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-06-30 08:00:00,2024-07-01 16:00:00,2024-07-02 04:00:00,2024-07-02 08:00:00,2024-07-02 08:00:00,0.3834,1,1,1,1,1,1,1.331858,-0.409449,0.382353,0.717523,1.0,8,4,0.696078,0.5,1.0,0,,ADA_2204,BOUNDARY_MARGIN,0.1,4.986726,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-06-30 16:00:00,2024-07-02 00:00:00,2024-07-02 12:00:00,2024-07-02 16:00:00,2024-07-02 16:00:00,0.3841,1,1,0,1,0,1,0.623236,-0.812681,0.433333,0.719435,1.0,8,4,0.673469,0.5,1.0,0,,ADA_2206,BOUNDARY_MARGIN,0.1,5.031488,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-07-06 04:00:00,2024-07-07 12:00:00,2024-07-08 00:00:00,2024-07-08 04:00:00,2024-07-08 04:00:00,0.3477,0,1,1,1,1,1,0.699001,1.29003,1.0,0.466285,0.333333,8,4,1.46875,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2239,BOUNDARY_MARGIN,0.1,0.319544,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-07-06 12:00:00,2024-07-07 20:00:00,2024-07-08 08:00:00,2024-07-08 12:00:00,2024-07-08 12:00:00,0.3733,0,1,0,1,0,1,1.301569,2.913451,0.848315,0.437266,0.666667,8,4,2.341121,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2241,BOUNDARY_MARGIN,0.1,1.016851,0,1,0,0
ADAUSDT,1H_FALLBACK,UP,2024-07-10 12:00:00,2024-07-11 20:00:00,2024-07-12 08:00:00,2024-07-12 12:00:00,2024-07-12 12:00:00,0.3805,1,1,1,1,1,1,1.327913,-0.325763,0.757576,0.696091,0.666667,8,4,0.795918,0.5,1.0,0,,ADA_2265,BOUNDARY_MARGIN,0.1,3.591689,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-07-10 16:00:00,2024-07-12 00:00:00,2024-07-12 12:00:00,2024-07-12 16:00:00,2024-07-12 16:00:00,0.3827,1,1,1,1,0,1,0.798617,-1.393098,0.931624,0.661397,0.666667,8,4,1.116592,0.5,1.0,0,,ADA_2266,BOUNDARY_MARGIN,0.1,3.968885,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-07-11 04:00:00,2024-07-12 12:00:00,2024-07-13 00:00:00,2024-07-13 04:00:00,2024-07-13 04:00:00,0.3874,1,1,0,1,0,1,1.380126,-0.368046,0.256198,0.647472,0.666667,8,4,1.636364,0.5,1.0,0,,ADA_2269,BOUNDARY_MARGIN,0.1,4.096215,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-07-11 12:00:00,2024-07-12 20:00:00,2024-07-13 08:00:00,2024-07-13 12:00:00,2024-07-13 12:00:00,0.3902,1,1,1,1,1,1,1.461596,-0.384553,0.157407,0.657171,1.0,8,4,1.003584,0.5,1.0,0,,ADA_2271,BOUNDARY_MARGIN,0.1,4.562267,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-07-11 16:00:00,2024-07-13 00:00:00,2024-07-13 12:00:00,2024-07-13 16:00:00,2024-07-13 16:00:00,0.3902,1,1,1,1,0,1,1.109875,-2.374535,0.70418,0.545638,0.666667,8,4,1.250896,0.5,1.0,0,,ADA_2272,BOUNDARY_MARGIN,0.1,5.364395,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-07-14 12:00:00,2024-07-15 20:00:00,2024-07-16 08:00:00,2024-07-16 12:00:00,2024-07-16 12:00:00,0.4248,1,1,1,1,0,1,1.451923,1.339167,0.449477,0.509629,0.666667,8,4,1.393617,0.5,1.0,0,,ADA_2289,BOUNDARY_MARGIN,0.1,2.144231,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-15 20:00:00,2024-07-17 04:00:00,2024-07-17 16:00:00,2024-07-17 20:00:00,2024-07-17 20:00:00,0.4526,1,1,1,1,0,1,0.561783,-0.559645,0.677419,0.601108,0.666667,8,4,0.828244,0.5,1.0,0,,ADA_2297,BOUNDARY_MARGIN,0.1,1.489172,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-16 12:00:00,2024-07-17 20:00:00,2024-07-18 08:00:00,2024-07-18 12:00:00,2024-07-18 12:00:00,0.457,1,1,1,1,0,1,1.313946,0.363798,0.518987,0.719633,0.333333,8,4,0.922794,0.5,1.0,0,,ADA_2301,BOUNDARY_MARGIN,0.1,2.88698,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-18 08:00:00,2024-07-19 16:00:00,2024-07-20 04:00:00,2024-07-20 08:00:00,2024-07-20 08:00:00,0.4429,1,1,1,1,1,1,0.734601,-0.14416,0.583333,0.496294,0.666667,8,4,0.408451,0.5,1.0,0,,ADA_2312,BOUNDARY_MARGIN,0.1,1.139163,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-20 00:00:00,2024-07-21 08:00:00,2024-07-21 20:00:00,2024-07-22 00:00:00,2024-07-22 00:00:00,0.4419,0,1,0,1,0,1,0.944079,2.053976,0.723214,0.552347,0.666667,8,4,2.347222,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2322,BOUNDARY_MARGIN,0.1,0.368421,0,1,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-07-20 04:00:00,2024-07-21 12:00:00,2024-07-22 00:00:00,2024-07-22 04:00:00,2024-07-22 04:00:00,0.4419,0,1,1,1,0,1,0.507087,1.041162,0.286667,0.465558,0.666667,8,4,2.347222,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2323,BOUNDARY_MARGIN,0.1,0.859843,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-07-20 12:00:00,2024-07-21 20:00:00,2024-07-22 08:00:00,2024-07-22 12:00:00,2024-07-22 12:00:00,0.4399,0,1,0,1,0,1,0.80531,-1.028274,0.570552,0.697231,0.666667,8,4,1.017167,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2325,BOUNDARY_MARGIN,0.1,1.042773,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-07-21 16:00:00,2024-07-23 00:00:00,2024-07-23 12:00:00,2024-07-23 16:00:00,2024-07-23 16:00:00,0.4504,1,1,1,1,0,1,0.605108,-1.019081,0.466063,0.505892,0.666667,8,4,0.792899,0.5,1.0,0,,ADA_2332,BOUNDARY_MARGIN,0.1,3.768173,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-22 12:00:00,2024-07-23 20:00:00,2024-07-24 08:00:00,2024-07-24 12:00:00,2024-07-24 12:00:00,0.4389,1,1,1,1,0,1,0.840237,0.989095,0.938776,0.539729,0.333333,8,4,0.443213,0.5,1.0,0,,ADA_2337,BOUNDARY_MARGIN,0.1,3.171598,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-23 16:00:00,2024-07-25 00:00:00,2024-07-25 12:00:00,2024-07-25 16:00:00,2024-07-25 16:00:00,0.4217,1,1,1,1,0,1,0.626707,-0.12947,0.214286,0.781757,0.333333,8,4,1.31746,0.5,1.0,0,,ADA_2344,BOUNDARY_MARGIN,0.1,3.664643,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-07-25 12:00:00,2024-07-26 20:00:00,2024-07-27 08:00:00,2024-07-27 12:00:00,2024-07-27 12:00:00,0.3816,1,1,1,1,0,1,0.569316,-0.129564,0.215686,0.588112,0.333333,8,4,0.357702,0.5,1.0,0,,ADA_2355,BOUNDARY_MARGIN,0.1,5.31793,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-27 08:00:00,2024-07-28 16:00:00,2024-07-29 04:00:00,2024-07-29 08:00:00,2024-07-29 08:00:00,0.4292,1,1,1,1,1,1,0.613918,1.785641,0.673913,0.555133,0.666667,8,4,1.013274,0.5,1.0,0,,ADA_2366,BOUNDARY_MARGIN,0.1,1.481411,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-27 12:00:00,2024-07-28 20:00:00,2024-07-29 08:00:00,2024-07-29 12:00:00,2024-07-29 12:00:00,0.4292,1,1,1,1,0,1,1.052448,1.475698,0.54,0.464241,0.333333,8,4,1.013274,0.5,1.0,0,,ADA_2367,BOUNDARY_MARGIN,0.1,2.410839,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-29 04:00:00,2024-07-30 12:00:00,2024-07-31 00:00:00,2024-07-31 04:00:00,2024-07-31 04:00:00,0.4256,1,1,0,1,0,1,0.553998,0.508475,0.5,0.684647,0.666667,8,4,0.507353,0.5,1.0,0,,ADA_2377,BOUNDARY_MARGIN,0.1,2.781533,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-29 16:00:00,2024-07-31 00:00:00,2024-07-31 12:00:00,2024-07-31 16:00:00,2024-07-31 16:00:00,0.4139,1,1,1,1,0,1,0.857393,-0.505905,0.546667,0.68783,0.666667,8,4,0.79397,0.5,1.0,0,,ADA_2380,BOUNDARY_MARGIN,0.1,2.290464,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-30 12:00:00,2024-07-31 20:00:00,2024-08-01 08:00:00,2024-08-01 12:00:00,2024-08-01 12:00:00,0.4078,1,1,1,1,1,1,1.513821,0.425152,0.369565,0.469561,0.666667,8,4,1.158228,0.5,1.0,0,,ADA_2385,BOUNDARY_MARGIN,0.1,3.357724,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-31 00:00:00,2024-08-01 08:00:00,2024-08-01 20:00:00,2024-08-02 00:00:00,2024-08-02 00:00:00,0.4078,1,1,0,1,0,1,0.713881,0.098407,0.032258,0.396527,0.666667,8,4,0.94863,0.5,1.0,0,,ADA_2388,BOUNDARY_MARGIN,0.1,2.230878,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-07-31 12:00:00,2024-08-01 20:00:00,2024-08-02 08:00:00,2024-08-02 12:00:00,2024-08-02 12:00:00,0.4069,1,1,1,1,1,1,1.394866,-0.778098,0.910112,0.567469,0.666667,8,4,0.963918,0.5,1.0,0,,ADA_2391,BOUNDARY_MARGIN,0.1,3.320293,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-01 12:00:00,2024-08-02 20:00:00,2024-08-03 08:00:00,2024-08-03 12:00:00,2024-08-03 12:00:00,0.3958,1,1,1,1,0,1,0.802171,0.482759,0.904762,0.475299,0.333333,8,4,0.497368,0.5,1.0,0,,ADA_2397,BOUNDARY_MARGIN,0.1,3.039807,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-01 16:00:00,2024-08-03 00:00:00,2024-08-03 12:00:00,2024-08-03 16:00:00,2024-08-03 16:00:00,0.3952,1,1,1,1,0,1,0.654206,-0.564448,0.51938,0.411638,0.333333,8,4,0.644385,0.5,1.0,0,,ADA_2398,BOUNDARY_MARGIN,0.1,3.549065,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-02 12:00:00,2024-08-03 20:00:00,2024-08-04 08:00:00,2024-08-04 12:00:00,2024-08-04 12:00:00,0.3863,1,1,1,1,1,1,0.996578,-0.608459,0.917808,0.492988,0.666667,8,4,0.57754,0.5,1.0,0,,ADA_2403,BOUNDARY_MARGIN,0.1,3.718001,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-02 20:00:00,2024-08-04 04:00:00,2024-08-04 16:00:00,2024-08-04 20:00:00,2024-08-04 20:00:00,0.373,1,1,0,1,0,1,0.647687,-0.652967,0.496403,0.57135,1.0,8,4,1.236515,0.5,1.0,0,,ADA_2405,BOUNDARY_MARGIN,0.1,2.869751,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-03 00:00:00,2024-08-04 08:00:00,2024-08-04 20:00:00,2024-08-05 00:00:00,2024-08-05 00:00:00,0.373,1,1,1,1,0,1,2.831111,-1.249349,0.681592,0.400397,0.666667,8,4,2.497925,0.5,1.0,0,,ADA_2406,BOUNDARY_MARGIN,0.1,5.071111,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-04 08:00:00,2024-08-05 16:00:00,2024-08-06 04:00:00,2024-08-06 08:00:00,2024-08-06 08:00:00,0.3602,1,1,1,1,1,1,0.50695,1.229807,1.0,0.70641,0.333333,8,4,0.339243,0.5,1.0,0,,ADA_2414,BOUNDARY_MARGIN,0.1,1.863936,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-06 00:00:00,2024-08-07 08:00:00,2024-08-07 20:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,0.3114,1,1,1,1,0,1,0.881695,0.633028,0.564103,0.473903,0.333333,8,4,0.882979,0.5,1.0,0,,ADA_2424,BOUNDARY_MARGIN,0.1,1.928193,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-06 20:00:00,2024-08-08 04:00:00,2024-08-08 16:00:00,2024-08-08 20:00:00,2024-08-08 20:00:00,0.3161,1,1,1,1,0,1,1.196235,-0.531237,0.595745,0.362351,0.333333,8,4,1.012048,0.5,1.0,0,,ADA_2429,BOUNDARY_MARGIN,0.1,3.598841,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-07 16:00:00,2024-08-09 00:00:00,2024-08-09 12:00:00,2024-08-09 16:00:00,2024-08-09 16:00:00,0.3161,1,1,1,1,1,1,0.730345,1.160845,1.0,0.566634,0.333333,8,4,0.481283,0.5,1.0,0,,ADA_2434,BOUNDARY_MARGIN,0.1,3.260838,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-09 04:00:00,2024-08-10 12:00:00,2024-08-11 00:00:00,2024-08-11 04:00:00,2024-08-11 04:00:00,0.3365,1,1,1,1,0,1,0.544041,-0.634489,0.47619,0.66655,0.666667,8,4,0.572327,0.5,1.0,0,,ADA_2443,BOUNDARY_MARGIN,0.1,2.937824,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-09 16:00:00,2024-08-11 00:00:00,2024-08-11 12:00:00,2024-08-11 16:00:00,2024-08-11 16:00:00,0.3524,0,1,1,1,0,1,0.933333,-1.578565,0.607843,0.377674,0.333333,8,4,1.859504,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2446,BOUNDARY_MARGIN,0.1,2.933333,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-08-10 04:00:00,2024-08-11 12:00:00,2024-08-12 00:00:00,2024-08-12 04:00:00,2024-08-12 04:00:00,0.3442,0,1,1,1,0,1,0.722157,1.689597,0.641026,0.503627,0.333333,8,4,1.766129,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2449,BOUNDARY_MARGIN,0.1,-1.54279,0,0,0,0
ADAUSDT,1H_FALLBACK,DOWN,2024-08-10 16:00:00,2024-08-12 00:00:00,2024-08-12 12:00:00,2024-08-12 16:00:00,2024-08-12 16:00:00,0.3566,1,1,1,1,0,1,0.664186,1.586445,0.744681,0.663502,0.333333,8,4,0.619529,0.5,1.0,0,,ADA_2452,BOUNDARY_MARGIN,0.1,2.708837,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-11 16:00:00,2024-08-13 00:00:00,2024-08-13 12:00:00,2024-08-13 16:00:00,2024-08-13 16:00:00,0.3263,1,1,1,1,0,1,0.631489,-0.16715,0.162791,0.619402,0.666667,8,4,0.788043,0.5,1.0,0,,ADA_2458,BOUNDARY_MARGIN,0.1,1.870638,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-13 00:00:00,2024-08-14 08:00:00,2024-08-14 20:00:00,2024-08-15 00:00:00,2024-08-15 00:00:00,0.3306,1,1,1,1,0,1,0.639911,0.958325,0.944444,0.61019,0.333333,8,4,1.027586,0.5,1.0,0,,ADA_2466,BOUNDARY_MARGIN,0.1,1.35786,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-13 16:00:00,2024-08-15 00:00:00,2024-08-15 12:00:00,2024-08-15 16:00:00,2024-08-15 16:00:00,0.3457,1,1,1,1,1,1,2.159496,-0.158085,0.15625,0.721741,0.666667,8,4,1.328859,0.5,1.0,0,,ADA_2470,BOUNDARY_MARGIN,0.1,3.24659,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-14 12:00:00,2024-08-15 20:00:00,2024-08-16 08:00:00,2024-08-16 12:00:00,2024-08-16 12:00:00,0.3457,1,1,1,1,0,1,1.121795,1.233827,0.61039,0.436006,0.666667,8,4,1.072034,0.5,1.0,0,,ADA_2475,BOUNDARY_MARGIN,0.1,2.411859,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-18 12:00:00,2024-08-19 20:00:00,2024-08-20 08:00:00,2024-08-20 12:00:00,2024-08-20 12:00:00,0.34,0,1,1,1,1,1,0.934579,1.539589,1.0,0.496665,0.333333,8,4,0.959677,0.5,1.0,1,PARENT_BOUNDARY_FAILURE,ADA_2499,BOUNDARY_MARGIN,0.1,0.149533,0,0,0,0
ADAUSDT,1H_FALLBACK,UP,2024-08-19 00:00:00,2024-08-20 08:00:00,2024-08-20 20:00:00,2024-08-21 00:00:00,2024-08-21 00:00:00,0.3276,1,1,0,1,0,1,0.890459,0.143959,0.045977,0.702236,1.0,8,4,0.75,0.5,1.0,0,,ADA_2502,BOUNDARY_MARGIN,0.1,3.495878,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-19 04:00:00,2024-08-20 12:00:00,2024-08-21 00:00:00,2024-08-21 04:00:00,2024-08-21 04:00:00,0.3276,1,1,1,1,0,1,1.565789,-1.625938,0.539326,0.635195,0.666667,8,4,1.375,0.5,1.0,0,,ADA_2503,BOUNDARY_MARGIN,0.1,4.820175,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-19 12:00:00,2024-08-20 20:00:00,2024-08-21 08:00:00,2024-08-21 12:00:00,2024-08-21 12:00:00,0.3288,1,1,0,1,0,1,0.911565,-1.159294,0.322034,0.663808,0.666667,8,4,0.947917,0.5,1.0,0,,ADA_2505,BOUNDARY_MARGIN,0.1,3.931973,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-19 16:00:00,2024-08-21 00:00:00,2024-08-21 12:00:00,2024-08-21 16:00:00,2024-08-21 16:00:00,0.33,1,1,1,1,0,1,2.257679,-1.261389,0.35743,0.4997,0.666667,8,4,1.923497,0.5,1.0,0,,ADA_2506,BOUNDARY_MARGIN,0.1,5.566553,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-20 08:00:00,2024-08-21 16:00:00,2024-08-22 04:00:00,2024-08-22 08:00:00,2024-08-22 08:00:00,0.3352,1,1,1,1,1,1,0.852848,1.202159,0.945946,0.771561,1.0,8,4,0.83004,0.5,1.0,0,,ADA_2510,BOUNDARY_MARGIN,0.1,4.275316,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-20 20:00:00,2024-08-22 04:00:00,2024-08-22 16:00:00,2024-08-22 20:00:00,2024-08-22 20:00:00,0.3423,1,1,1,1,0,1,0.665083,-0.462337,0.33871,0.631381,0.666667,8,4,0.377841,0.5,1.0,0,,ADA_2513,BOUNDARY_MARGIN,0.1,3.768804,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-21 04:00:00,2024-08-22 12:00:00,2024-08-23 00:00:00,2024-08-23 04:00:00,2024-08-23 04:00:00,0.3489,1,1,0,1,0,1,0.826121,-0.574223,0.65,0.591331,0.666667,8,4,0.541958,0.5,1.0,0,,ADA_2515,BOUNDARY_MARGIN,0.1,3.690008,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-22 08:00:00,2024-08-23 16:00:00,2024-08-24 04:00:00,2024-08-24 08:00:00,2024-08-24 08:00:00,0.3648,1,1,1,1,1,1,0.521058,0.049751,0.1,0.721056,0.666667,8,4,0.649351,0.5,1.0,0,,ADA_2522,BOUNDARY_MARGIN,0.1,3.839373,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-22 16:00:00,2024-08-24 00:00:00,2024-08-24 12:00:00,2024-08-24 16:00:00,2024-08-24 16:00:00,0.3682,1,1,1,1,0,1,0.53629,-0.531232,0.52,0.692556,0.333333,8,4,0.561475,0.5,1.0,0,,ADA_2524,BOUNDARY_MARGIN,0.1,4.27621,1,1,1,1
ADAUSDT,1H_FALLBACK,UP,2024-08-23 12:00:00,2024-08-24 20:00:00,2024-08-25 08:00:00,2024-08-25 12:00:00,2024-08-25 12:00:00,0.3741,1,1,1,1,0,1,0.70303,1.473817,0.676301,0.596728,0.333333,8,4,0.787546,0.5,1.0,0,,ADA_2529,BOUNDARY_MARGIN,0.1,1.636364,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-25 08:00:00,2024-08-26 16:00:00,2024-08-27 04:00:00,2024-08-27 08:00:00,2024-08-27 08:00:00,0.3913,1,1,1,1,1,1,0.629803,0.074495,0.15,0.674719,0.666667,8,4,0.652968,0.5,1.0,0,,ADA_2540,BOUNDARY_MARGIN,0.1,3.634489,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-25 20:00:00,2024-08-27 04:00:00,2024-08-27 16:00:00,2024-08-27 20:00:00,2024-08-27 20:00:00,0.3895,1,1,1,1,1,1,1.688623,-0.519963,0.526316,0.584998,0.666667,8,4,1.313559,0.5,1.0,0,,ADA_2543,BOUNDARY_MARGIN,0.1,4.694611,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-26 04:00:00,2024-08-27 12:00:00,2024-08-28 00:00:00,2024-08-28 04:00:00,2024-08-28 04:00:00,0.3857,1,1,0,1,0,1,0.653878,-1.276596,0.566667,0.709769,1.0,8,4,1.023529,0.5,1.0,0,,ADA_2545,BOUNDARY_MARGIN,0.1,4.542118,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-26 12:00:00,2024-08-27 20:00:00,2024-08-28 08:00:00,2024-08-28 12:00:00,2024-08-28 12:00:00,0.3756,1,1,0,1,0,1,0.707071,0.874425,0.404255,0.799022,1.0,8,4,1.655844,0.5,1.0,0,,ADA_2547,BOUNDARY_MARGIN,0.1,2.632479,1,1,1,1
ADAUSDT,1H_FALLBACK,DOWN,2024-08-27 16:00:00,2024-08-29 00:00:00,2024-08-29 12:00:00,2024-08-29 16:00:00,2024-08-29 16:00:00,0.368,1,1,1,1,1,1,0.977181,0.929773,1.0,0.399303,0.333333,8,4,0.675182,0.5,1.0,0,,ADA_2554,BOUNDARY_MARGIN,0.1,1.296644,1,1,1,1
